,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
1117,c_c000652,전남 순천시 대대동 162-2,0.0,1,1,5.0,5.0,5.0,5.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,2.0,4.0,0
1118,c_c000652,전남 순천시 조례동 150,0.0,2,0,3.0,3.0,3.0,3.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,2.0,4.0,0
1119,c_c000652,전남 순천시 오천동 600,0.0,1,1,5.0,5.0,5.0,5.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,2.0,4.0,0
1120,c_c000652,전남 순천시 해룡면 상내리,0.0,1,0,4.0,5.0,5.0,4.6667,4.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,2.0,4.0,0
1121,c_c000653,전북 전주시 완산구 풍남동3가 64-1,0.0,7,1,5.0,5.0,5.0,5.0,4.0,1.0,2.0,7.0,3.0,3.0,3.0,7.0,5.0,3.0,3.0,5.0,3.0,22;3;4;
1122,c_c000656,전남 순천시 오천동 600,0.0,6,0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,5.0,4.0,1;10;11;2;7;
1123,c_c000656,전남 순천시 낙안면 남내리 438-1,0.0,7,0,5.0,4.0,4.0,4.3333,2.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,5.0,4.0,1;10;11;2;7;
1125,c_c000656,전남 보성군 벌교읍 회정리 719-6,0.0,1,0,2.0,1.0,2.0,1.6667,2.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,5.0,4.0,1;10;11;2;7;
1126,c_c000657,충남 보령시 성주면 개화리 114-4,0.0,2,0,4.0,4.0,5.0,4.3333,5.0,1.0,3.0,10.0,2.0,3.0,4.0,2.0,5.0,6.0,2.0,2.0,5.0,1;2;22;23;9;
1127,c_c000657,경기 안성시 공도읍 진사리 354,0.0,4,0,3.0,2.0,2.0,2.3333,5.0,1.0,3.0,10.0,2.0,3.0,4.0,2.0,5.0,6.0,2.0,2.0,5.0,1;2;22;23;9;
1128,c_c000657,충남 보령시 신흑동 2267-3,0.0,1,0,4.0,5.0,5.0,4.6667,5.0,1.0,3.0,10.0,2.0,3.0,4.0,2.0,5.0,6.0,2.0,2.0,5.0,1;2;22;23;9;
1129,c_c000665,충북 제천시 화산동 987,0.0,4,0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,4.0,7.0,10;22;27;3;5;
1130,c_c000665,충북 제천시 청풍면 물태리 98-2,0.0,6,0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,4.0,7.0,10;22;27;3;5;
1131,c_c000665,충북 제천시 모산동 581,0.0,1,1,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,4.0,7.0,10;22;27;3;5;
1132,c_c000665,충북 제천시 청풍면 물태리 104-7,0.0,2,0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,4.0,7.0,10;22;27;3;5;
1133,c_c000665,충북 제천시 청풍면 학현리 산 18-93,0.0,1,0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,4.0,7.0,10;22;27;3;5;
1134,c_c000665,충북 제천시 중앙로1가 77,0.0,4,0,3.0,2.0,2.0,2.3333,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,4.0,7.0,10;22;27;3;5;
1135,c_c000666,충남 태안군 남면 몽산리 686-45,0.0,1,1,5.0,4.0,5.0,4.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22;25;8;
1136,c_c000672,전북 순창군 적성면 괴정리 산 157,0.0,1,1,5.0,5.0,5.0,5.0,7.0,3.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,0
1139,c_c000676,전북 전주시 완산구 전동 303,0.0,4,1,3.0,4.0,4.0,3.6667,4.0,1.0,3.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0
1140,c_c000676,전북 전주시 완산구 풍남동3가 102,0.0,2,1,4.0,3.0,4.0,3.6667,4.0,1.0,3.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0
1141,c_c000676,전북 전주시 완산구 풍남동3가 64-1,0.0,7,1,5.0,4.0,5.0,4.6667,4.0,1.0,3.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0
1142,c_c000676,전북 전주시 덕진구 덕진동1가 1220-1,0.0,5,0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0
1143,c_c000676,전북 전주시 덕진구 덕진동1가 1220-1,0.0,5,1,5.0,5.0,5.0,5.0,4.0,1.0,3.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0
1144,c_c000676,전북 전주시 덕진구 덕진동1가 1220-1,0.0,5,1,5.0,5.0,5.0,5.0,4.0,1.0,3.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,0
1145,c_c000679,전북 군산시 옥도면 장자도리,0.0,1,1,5.0,4.0,5.0,4.6667,4.0,5.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,0
1146,c_c000689,전남 영광군 묘량면 덕흥리 615,0.0,1,0,4.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,22;3;4;
1147,c_c000689,전남 영광군 홍농읍 칠곡리 458-13,0.0,1,0,4.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,22;3;4;
1148,c_c000689,전남 영광군 홍농읍 칠곡리 458-13,0.0,1,0,4.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,22;3;4;
1149,c_c000689,전남 영광군 법성면 법성리 33-41,0.0,7,0,4.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,22;3;4;
1150,c_c000689,전남 영광군 법성면 진내리 834,0.0,2,0,4.0,4.0,4.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,22;3;4;
1151,c_c000695,경북 문경시 가은읍 왕능리 275-51,0.0,13,0,4.0,4.0,4.0,4.0,12.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,0
1152,c_c000695,경북 문경시 문경읍 상초리 288-1,0.0,1,1,5.0,5.0,5.0,5.0,12.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,0
1153,c_c000695,경북 문경시 마성면 신현리 116-7,0.0,13,0,5.0,5.0,5.0,5.0,12.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,0
1156,c_c000698,충북 단양군 단양읍 상진리 4-1,0.0,4,0,4.0,3.0,3.0,3.3333,8.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,10;2;21;5;9;
1157,c_c000698,충북 단양군 단양읍 상진리 4-4,0.0,6,0,4.0,4.0,4.0,4.0,8.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,10;2;21;5;9;
1159,c_c000698,충북 단양군 단양읍 상진리 4-1,0.0,13,0,4.0,3.0,3.0,3.3333,8.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,10;2;21;5;9;
1160,c_c000701,충남 아산시 인주면 공세리 194-1,0.0,2,0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,10.0,2.0,2.0,6.0,2.0,5.0,7.0,6.0,7.0,2.0,27;8;9;
1161,c_c000701,충남 태안군 소원면 의항리 745-8,0.0,1,0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,10.0,2.0,2.0,6.0,2.0,5.0,7.0,6.0,7.0,2.0,27;8;9;
1162,c_c000701,충남 태안군 남면 신온리 168-56,0.0,8,1,4.0,3.0,4.0,3.6667,5.0,3.0,1.0,10.0,2.0,2.0,6.0,2.0,5.0,7.0,6.0,7.0,2.0,27;8;9;
1163,c_c000701,충남 태안군 남면 신장리 353-59,0.0,1,1,5.0,5.0,5.0,5.0,5.0,3.0,1.0,10.0,2.0,2.0,6.0,2.0,5.0,7.0,6.0,7.0,2.0,27;8;9;
1164,c_c000702,전북 부안군 변산면 격포리 301-1,0.0,1,0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,6.0,3.0,5.0,21;
1165,c_c000702,전북 부안군 변산면 도청리 165,0.0,1,0,5.0,4.0,4.0,4.3333,5.0,1.0,3.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,6.0,3.0,5.0,21;
1166,c_c000702,전북 부안군 변산면 격포리 788-15,0.0,13,0,3.0,4.0,4.0,3.6667,5.0,1.0,3.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,6.0,3.0,5.0,21;
1167,c_c000702,전북 부안군 변산면 중계리,0.0,1,0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,6.0,3.0,5.0,21;
1168,c_c000702,전북 부안군 진서면 진서리,0.0,1,0,4.0,3.0,3.0,3.3333,5.0,1.0,3.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,6.0,3.0,5.0,21;
1169,c_c000705,전남 여수시 종화동 458-7,0.0,1,1,4.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,0
1170,c_c000705,전남 여수시 소호동 924,0.0,6,0,5.0,5.0,5.0,5.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,0
1171,c_c000705,전남 여수시 돌산읍 우두리 56-8,0.0,2,0,4.0,3.0,3.0,3.3333,6.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,0
1172,c_c000706,전남 순천시 조곡동 253-21,0.0,7,0,3.0,1.0,1.0,1.6667,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1173,c_c000706,전남 순천시 조례동 23,0.0,2,0,4.0,3.0,4.0,3.6667,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1174,c_c000706,전남 순천시 매곡동 179-10,0.0,2,0,3.0,1.0,1.0,1.6667,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1175,c_c000706,전남 순천시 조곡동 91-25,0.0,13,0,4.0,3.0,4.0,3.6667,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1176,c_c000706,전남 순천시 조곡동 82-297,0.0,2,0,4.0,2.0,3.0,3.0,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1177,c_c000706,전남 순천시 조곡동 산 64-7,0.0,1,0,3.0,2.0,2.0,2.3333,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1178,c_c000706,전남 순천시 석현동 313,0.0,2,0,4.0,3.0,3.0,3.3333,2.0,8.0,1.0,7.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,2.0,12;13;23;3;4;
1179,c_c000709,전북 군산시 성산면 성덕리 산 38-12,0.0,7,0,5.0,5.0,5.0,5.0,4.0,6.0,8.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,12;28;3;5;
1180,c_c000709,전북 부안군 변산면,0.0,5,1,5.0,5.0,5.0,5.0,4.0,6.0,8.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,12;28;3;5;
1181,c_c000709,충남 부여군 부여읍 쌍북리 678-2,0.0,2,1,5.0,5.0,5.0,5.0,4.0,6.0,8.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,12;28;3;5;
1182,c_c000709,전북 군산시 비응도동 123,0.0,1,1,5.0,5.0,5.0,5.0,4.0,6.0,8.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,12;28;3;5;
1184,c_c000710,전남 목포시 죽교동 516-101,0.0,6,0,4.0,3.0,4.0,3.6667,2.0,3.0,1.0,7.0,3.0,3.0,3.0,1.0,3.0,6.0,4.0,7.0,7.0,0
1185,c_c000710,전남 목포시 상동 1157,0.0,8,0,5.0,4.0,4.0,4.3333,2.0,3.0,1.0,7.0,3.0,3.0,3.0,1.0,3.0,6.0,4.0,7.0,7.0,0
1186,c_c000710,전남 목포시 산정동 1454-7,0.0,5,0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,7.0,3.0,3.0,3.0,1.0,3.0,6.0,4.0,7.0,7.0,0
1187,c_c000715,전북 군산시 나운동 1223-5,0.0,7,0,5.0,3.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22;26;4;5;7;
1188,c_c000715,전북 군산시 옥도면 선유도리 산 65,0.0,1,0,2.0,1.0,2.0,1.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22;26;4;5;7;
1189,c_c000715,전북 군산시 경암동 539-4,0.0,7,0,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22;26;4;5;7;
1190,c_c000715,전북 군산시 옥도면 선유도리 115-1,0.0,1,0,2.0,3.0,2.0,2.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22;26;4;5;7;
1191,c_c000718,전남 여수시 돌산읍 우두리 794-89,0.0,6,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
1192,c_c000718,전남 여수시 중앙동 383,0.0,4,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
1193,c_c000719,충남 부여군 규암면 합정리 172,0.0,4,1,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,1;2;22;24;3;
1194,c_c000719,충남 부여군 규암면 합정리 530,0.0,2,1,5.0,4.0,4.0,4.3333,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,1;2;22;24;3;
1195,c_c000719,충남 청양군 대치면 장곡리 153-5,0.0,13,0,5.0,4.0,4.0,4.3333,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,1;2;22;24;3;
1196,c_c000719,충남 부여군 부여읍 동남리 산 18-2,0.0,2,0,5.0,4.0,4.0,4.3333,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,1;2;22;24;3;
1197,c_c000722,충북 단양군 단양읍 고수리 185,0.0,1,1,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5;
1198,c_c000722,충북 단양군 단양읍 천동리 380-16,0.0,1,0,5.0,4.0,4.0,4.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5;
1199,c_c000722,충북 단양군 단양읍 도전리 615,0.0,4,0,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5;
1200,c_c000722,충북 단양군 단양읍 천동리 380-11,0.0,5,0,5.0,4.0,4.0,4.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5;
1201,c_c000725,전북 군산시 장미동 22-1,0.0,4,0,5.0,5.0,5.0,5.0,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1202,c_c000725,전북 군산시 옥도면 대장도리 산 1,0.0,1,0,5.0,4.0,5.0,4.6667,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1203,c_c000725,전북 전주시 덕진구 덕진동1가 1220-1,0.0,5,0,3.0,3.0,3.0,3.0,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1204,c_c000725,전라북도 군산시 내초동,0.0,1,0,5.0,5.0,5.0,5.0,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1205,c_c000725,충남 서천군 마서면 덕암리 712,0.0,1,0,5.0,5.0,5.0,5.0,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1206,c_c000725,전북 군산시 경암동 539-4,0.0,7,0,2.0,1.0,1.0,1.3333,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1207,c_c000725,전북 전주시 덕진구 덕진동1가 1220-1,0.0,5,0,5.0,5.0,5.0,5.0,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,4;6;9;
1208,c_c000728,전남 담양군 담양읍 학동리 586-1,0.0,6,0,3.0,2.0,3.0,2.6667,4.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,1.0,5.0,0
1209,c_c000728,전남 담양군 담양읍 향교리 산 44,0.0,2,1,4.0,4.0,5.0,4.3333,4.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,1.0,5.0,0
1210,c_c000728,전남 담양군 담양읍 천변리 401-1,0.0,2,0,4.0,3.0,4.0,3.6667,4.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,1.0,5.0,0
1211,c_c000728,전남 담양군 담양읍 향교리 323,0.0,2,0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,1.0,5.0,0
1212,c_c000728,전남 담양군 담양읍 향교리 산 44,0.0,2,1,4.0,3.0,3.0,3.3333,4.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,1.0,5.0,0
1213,c_c000728,전남 담양군 금성면 대성리 20,0.0,2,0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,7.0,2.0,4.0,2.0,3.0,5.0,7.0,2.0,1.0,5.0,0
1214,c_c000730,전남 순천시 오천동 600,0.0,1,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1215,c_c000730,전남 여수시 돌산읍 우두리 813-10,0.0,5,0,4.0,4.0,5.0,4.3333,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1216,c_c000730,전남 여수시 수정동,0.0,1,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1217,c_c000730,전남 여수시 시전동,0.0,7,0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1218,c_c000730,전남 담양군 담양읍 향교리 산 44,0.0,2,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1219,c_c000730,전남 순천시 대대동 162-2,0.0,1,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1220,c_c000730,전남 순천시 오천동 600,0.0,1,1,5.0,5.0,5.0,5.0,3.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2;3;4;5;7;
1221,c_c000732,충북 청주시 청원구 오창읍 양청리 753,0.0,1,0,5.0,1.0,4.0,3.3333,6.0,1.0,9.0,10.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4;6;9;
1222,c_c000732,충북 청주시 서원구 사직동 808,0.0,5,0,5.0,5.0,5.0,5.0,6.0,1.0,9.0,10.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4;6;9;
1223,c_c000740,충청남도 공주시 산성동,0.0,4,1,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,7.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,8;
1224,c_c000743,충남 태안군 남면 신장리 353-59,0.0,1,1,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2;22;26;5;9;
1225,c_c000743,충남 보령시 신흑동 2267-3,0.0,1,1,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2;22;26;5;9;
1226,c_c000743,충남 태안군 남면 당암리 751,0.0,4,0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2;22;26;5;9;
1227,c_c000744,전북 부안군 변산면 격포리 252-9,0.0,1,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1228,c_c000744,전남 곡성군 오곡면 오지리 770-5,0.0,7,0,5.0,5.0,4.0,4.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1230,c_c000744,전북 부안군 보안면 유천리 798-4,0.0,2,0,5.0,4.0,5.0,4.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1231,c_c000744,경남 김해시 신문동 1414,0.0,4,1,5.0,4.0,4.0,4.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1232,c_c000744,전북 부안군 변산면 마포리 87-26,0.0,13,0,3.0,1.0,1.0,1.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1233,c_c000744,전남 장성군 북이면 조양리 90,3.0,7,0,3.0,3.0,3.0,3.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1234,c_c000744,전북 부안군 변산면 대항리 603,0.0,1,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;12;13;22;3;
1235,c_c000745,전남 담양군 담양읍 향교리 산 44,0.0,2,0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,10.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,7.0,21;22;4;
1237,c_c000745,전북 전주시 완산구 풍남동3가 64-1,0.0,7,0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,10.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,7.0,21;22;4;
1238,c_c000745,전북 부안군 변산면 격포리 272-56,0.0,7,0,4.0,3.0,3.0,3.3333,4.0,2.0,3.0,10.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,7.0,21;22;4;
1239,c_c000745,전남 담양군 담양읍 객사리 1,0.0,1,0,5.0,4.0,4.0,4.3333,4.0,2.0,3.0,10.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,7.0,21;22;4;
1240,c_c000746,충남 아산시 점양동,0.0,1,0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,10.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,1.0,0
1241,c_c000746,충청남도 아산시 온천동,0.0,4,0,3.0,1.0,1.0,1.6667,4.0,7.0,1.0,10.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,1.0,0
1242,c_c000746,충남 천안시 동남구 안서동,0.0,7,0,3.0,3.0,3.0,3.0,4.0,7.0,1.0,10.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,1.0,0
1243,c_c000752,전북 무주군 설천면 청량리 1100,0.0,2,0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,7.0,3.0,10;23;24;
1244,c_c000753,전북 전주시 완산구 풍남동3가 102,0.0,2,1,4.0,4.0,5.0,4.3333,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,7.0,5.0,2;23;3;4;
1245,c_c000753,전남 담양군 담양읍 향교리 산 44,0.0,2,1,5.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,7.0,5.0,2;23;3;4;
1246,c_c000753,전북 남원시 어현동 37-158,0.0,6,0,2.0,1.0,1.0,1.3333,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,7.0,5.0,2;23;3;4;
1247,c_c000753,전북 전주시 완산구 풍남동3가 64-1,0.0,7,1,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,7.0,5.0,2;23;3;4;
1248,c_c000754,충남 부여군 규암면 합정리 172,0.0,4,1,5.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,6.0,0
