,Unnamed: 0,TRAVEL_ID,VISIT_AREA_ID,GENDER,INCOME,TRAVEL_MISSION,REL_CD,LODGING_TYPE_CD,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,COMPANION_AGE_GRP,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,LOTNO_ADDR,VISIT_AREA_TYPE_CD,X_COORD,Y_COORD
4172,4433,c_c001867,2208270006,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,1,4.0,5.0,5.0,4.6667,충남 공주시 산성동 186-39,11,127.1238124,3645853216
4173,4434,c_c001867,2208270001,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,0,4.0,4.0,5.0,4.3333,충남 공주시 금성동 140-8,2,127.1137954,3646229098
4174,4435,c_c001867,2208260004,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,충남 공주시 금성동 183-8,11,127.122828,3646534237
4175,4436,c_c001867,2208260008,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,0,4.0,4.0,4.0,4.0,충남 공주시 신관동 439-2,1,127.1313463,3646733749
4176,4437,c_c001867,2208260002,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,1,4.0,5.0,4.0,4.3333,충남 공주시 봉황동 82-1,3,127.1219193,3644932421
4177,4438,c_c001867,2208260007,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,0,4.0,4.0,4.0,4.0,충남 공주시 의당면 청룡리,7,127.1351666,3649313165
4178,4439,c_c001867,2208260010,0,4.0,1;21;3;4;5;,0.0,0.0,1,21.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,6.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,충남 공주시 웅진동 21-1,1,127.1066114,3646930145
4179,4440,c_c001868,2209040001,1,4.0,0,8.0,0.0,0,0.0,0.0,2.0,6.0,1.0,5.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충북 진천군 문백면 봉죽리 250-1,11,127.4238879,3678508102
4180,4441,c_c001868,2209030002,1,4.0,0,8.0,0.0,0,0.0,0.0,2.0,6.0,1.0,5.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충북 진천군 문백면 구산동리 601-32,1,127.4931996,3682618525
4181,4442,c_c001868,2209040002,1,4.0,0,8.0,0.0,0,0.0,0.0,2.0,6.0,1.0,5.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충북 진천군 진천읍 사석리 115-2,11,127.415261,3681961569
4182,4443,c_c001868,2209030004,1,4.0,0,8.0,0.0,0,0.0,0.0,2.0,6.0,1.0,5.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충북 진천군 초평면 화산리 513-19,11,127.5178357,3681338583
4183,4444,c_c001868,2209040003,1,4.0,0,8.0,0.0,0,0.0,0.0,2.0,6.0,1.0,5.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충북 진천군 백곡면 양백리 471,2,127.3262011,3692695725
4184,4445,c_c001870,2208260007,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,1,4.0,4.0,4.0,4.0,대전 서구 만년동 396,1,127.3880376,3636914318
4185,4446,c_c001870,2208260010,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,0,5.0,5.0,5.0,5.0,대전 유성구 도룡동 3-1,6,127.3870834,3637716309
4186,4447,c_c001870,2208250008,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,0,5.0,3.0,4.0,4.0,대전 중구 사정동 117-1,6,127.3977541,362893534
4187,4448,c_c001870,2208250006,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,1,3.0,4.0,3.0,3.3333,대전 중구 은행동,4,127.4282322,3632837015
4188,4449,c_c001870,2208260002,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,1,4.0,4.0,3.0,3.6667,대전 중구 침산동 364,1,127.3883847,3628464848
4189,4450,c_c001870,2208260009,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,1,5.0,5.0,5.0,5.0,대전 서구 만년동 396,1,127.3880376,3636914318
4190,4451,c_c001870,2208260013,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,0,4.0,4.0,3.0,3.6667,경기 고양시 일산동구 백석동 1331,11,126.7873782,3764289794
4191,4452,c_c001870,2208260001,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,1,5.0,5.0,3.0,4.3333,대전 중구 사정동,7,127.3824352,3629720763
4192,4453,c_c001870,2208250009,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,0,5.0,5.0,4.0,4.6667,대전 서구 둔산동 1099,11,127.3744006,3635097217
4193,4454,c_c001870,2208250004,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,0.0,0,5.0,4.0,4.0,4.3333,대전 중구 은행동 72-8,11,127.4293967,3632788294
4194,4455,c_c001871,2209030003,0,3.0,1;22;23;4;5;,8.0,0.0,1,22.0,23.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충남 천안시 동남구 안서동 산 57-3,5,127.1957945,368481409
4195,4456,c_c001871,2209030005,0,3.0,1;22;23;4;5;,8.0,0.0,1,22.0,23.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,0,4.0,4.0,4.0,4.0,충남 천안시 서북구 두정동 829,11,127.1346874,3683057948
4196,4457,c_c001871,2209040002,0,3.0,1;22;23;4;5;,8.0,0.0,1,22.0,23.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,0,5.0,5.0,5.0,5.0,충남 천안시 동남구 구룡동 564-27,11,127.1393507,3677312643
4197,4458,c_c001871,2209030002,0,3.0,1;22;23;4;5;,8.0,0.0,1,22.0,23.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,0,5.0,4.0,4.0,4.3333,충남 천안시 동남구 신부동 456-13,11,127.154656,368176441
4198,4459,c_c001871,2209040001,0,3.0,1;22;23;4;5;,8.0,0.0,1,22.0,23.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,0,2.0,1.0,2.0,1.6667,충남 천안시 서북구 성정동 1466,11,127.1415724,3682757439
4199,4460,c_c001871,2209040003,0,3.0,1;22;23;4;5;,8.0,0.0,1,22.0,23.0,7.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,0,4.0,3.0,3.0,3.3333,충남 천안시 동남구 청수동 270,1,127.1499006,3678719082
4200,4461,c_c001873,2208270009,0,1.0,2;22;3;,1.0,0.0,2,22.0,3.0,8.0,7.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,5.0,0,3.0,3.0,3.0,3.0,전북 전주시 완산구 전동3가 2-195,11,127.146923,3581258178
4201,4462,c_c001873,2208270006,0,1.0,2;22;3;,1.0,0.0,2,22.0,3.0,8.0,7.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,5.0,0,4.0,3.0,3.0,3.3333,전북 전주시 완산구 교동 산 1-3,2,127.1545834,3581438191
4202,4463,c_c001873,2208270003,0,1.0,2;22;3;,1.0,0.0,2,22.0,3.0,8.0,7.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,5.0,0,4.0,4.0,4.0,4.0,전북 전주시 덕진구 덕진동1가 73-48,6,127.1443889,3585520353
4203,4465,c_c001873,2208270004,0,1.0,2;22;3;,1.0,0.0,2,22.0,3.0,8.0,7.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,5.0,0,3.0,3.0,3.0,3.0,전북 전주시 덕진구 금암동 522-31,11,127.1360592,3583571007
4204,4466,c_c001873,2208270005,0,1.0,2;22;3;,1.0,0.0,2,22.0,3.0,8.0,7.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,5.0,0,4.0,3.0,3.0,3.3333,전북 전주시 완산구 풍남동3가 102,2,127.1497299,3581538665
4205,4468,c_c001877,2208250003,2,0.0,0,8.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,2.0,1.0,1.0,1.3333,전남 여수시 학동 30-3,11,127.6667099,347632364
4206,4469,c_c001877,2208260006,2,0.0,0,8.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,5.0,5.0,5.0,5.0,전남 여수시 덕충동 2005,6,127.7482394,3474999174
4207,4470,c_c001877,2208260003,2,0.0,0,8.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전남 여수시 덕충동 2005,3,127.7457754,3475069462
4208,4472,c_c001877,2208250009,2,0.0,0,8.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전남 여수시 돌산읍 우두리 799-76,1,127.7399278,3473054715
4209,4473,c_c001877,2208250005,2,0.0,0,8.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,4.0,4.0,4.0,4.0,전남 여수시 소라면 죽림리 116,6,127.6414582,3474791124
4210,4474,c_c001877,2208260004,2,0.0,0,8.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전남 여수시 오천동 908,1,127.756293,3479625899
4211,4475,c_c001879,2208240003,0,1.0,0,7.0,0.0,0,0.0,0.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,1,4.0,4.0,4.0,4.0,충남 공주시 반포면 학봉리 789,7,127.2201161,3635328809
4212,4476,c_c001884,2208270009,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 웅천동 산 274,1,127.6643619,347433788
4213,4477,c_c001884,2208270006,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 중앙동 667,11,127.7359395,3474078233
4214,4478,c_c001884,2208270011,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 웅천동 1884-5,11,127.6764111,3473935714
4215,4481,c_c001884,2208280005,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 수정동,1,127.7662877,3474459735
4216,4482,c_c001884,2208280001,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 봉산동 269-1,11,127.7201366,3473411992
4217,4483,c_c001884,2208280003,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 돌산읍 우두리 794-89,6,127.741531,3473059148
4218,4484,c_c001884,2208270008,0,2.0,22;26;,1.0,0.0,22,26.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전남 여수시 중앙동 383,1,127.7360499,347394476
4219,4485,c_c001888,2208270010,1,7.0,22;25;26;27;,1.0,0.0,22,25.0,26.0,3.0,10.0,10.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1,5.0,5.0,5.0,5.0,충남 서천군 서면 도둔리,13,126.501739,3615630367
4220,4486,c_c001888,2208270008,1,7.0,22;25;26;27;,1.0,0.0,22,25.0,26.0,3.0,10.0,10.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1,5.0,5.0,5.0,5.0,충남 서천군 서면 도둔리 산 46-1,1,126.5227106,3616335176
4221,4487,c_c001888,2208280002,1,7.0,22;25;26;27;,1.0,0.0,22,25.0,26.0,3.0,10.0,10.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1,5.0,5.0,5.0,5.0,충남 서천군 문산면 북산리 262-1,7,126.715491,3611968501
4222,4490,c_c001888,2208270005,1,7.0,22;25;26;27;,1.0,0.0,22,25.0,26.0,3.0,10.0,10.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,0,5.0,5.0,5.0,5.0,충남 보령시 궁촌동 133-1,11,126.5892442,3634090647
4223,4491,c_c001889,2208310002,2,0.0,22;27;28;3;4;,7.0,0.0,22,27.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,4.0,3.0,3.0,3.3333,전남 해남군 송지면 송호리 1185,11,126.5272295,3429930999
4224,4492,c_c001889,2208300002,2,0.0,22;27;28;3;4;,7.0,0.0,22,27.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,5.0,4.0,5.0,4.6667,전남 해남군 산이면 금호리 1051,11,126.3561204,3469316516
4225,4493,c_c001889,2208310001,2,0.0,22;27;28;3;4;,7.0,0.0,22,27.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,4.0,4.0,4.0,4.0,전남 해남군 송지면 송호리 1158-5,1,126.5250481,3429471845
4226,4494,c_c001889,2208300003,2,0.0,22;27;28;3;4;,7.0,0.0,22,27.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,4.0,4.0,4.0,4.0,전남 해남군 문내면 학동리 산 36,1,126.309753,3457236339
4227,4495,c_c001889,2208310003,2,0.0,22;27;28;3;4;,7.0,0.0,22,27.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전남 해남군 삼산면 구림리 799,2,126.6168669,3447625922
4228,4496,c_c001890,2209030002,1,5.0,11;2;3;6;,2.0,0.0,11,2.0,3.0,1.0,3.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,4.0,4.0,4.0,4.0,전북 전주시 완산구 효자동1가 651-2,11,127.1143422,358044851
4229,4497,c_c001890,2209030007,1,5.0,11;2;3;6;,2.0,0.0,11,2.0,3.0,1.0,3.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 효자동3가 1527-10,11,127.108739,3581791098
4230,4498,c_c001890,2209030005,1,5.0,11;2;3;6;,2.0,0.0,11,2.0,3.0,1.0,3.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 중화산동2가 산 66,3,127.1237698,3582032895
4231,4499,c_c001890,2209030003,1,5.0,11;2;3;6;,2.0,0.0,11,2.0,3.0,1.0,3.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 효자동2가 921-3,2,127.0932719,3580116231
4232,4500,c_c001891,2208280003,0,1.0,11;21;,2.0,0.0,11,21.0,0.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,0,4.0,3.0,4.0,3.6667,충북 단양군 영춘면 상리 341,1,128.492018,3708222651
4233,4501,c_c001891,2208280004,0,1.0,11;21;,2.0,0.0,11,21.0,0.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,0,4.0,4.0,5.0,4.3333,충북 단양군 영춘면 하리 147,13,128.4911874,370625558
4234,4502,c_c001891,2208280002,0,1.0,11;21;,2.0,0.0,11,21.0,0.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,0,4.0,4.0,4.0,4.0,충북 단양군 영춘면 상리 404-3,11,128.4840546,370786324
4235,4503,c_c001891,2208280005,0,1.0,11;21;,2.0,0.0,11,21.0,0.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,0,4.0,4.0,5.0,4.3333,충북 제천시 모산동 241,2,128.2105635,3717317401
4236,4504,c_c001893,2208260004,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,3.0,3.0,3.0,3.0,전북 전주시 완산구 풍남동3가 39-3,2,127.1535263,3581706181
4237,4505,c_c001893,2208260010,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,5.0,5.0,5.0,5.0,전북 군산시 옥도면 선유도리,1,126.4105059,3581068906
4238,4506,c_c001893,2208250007,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,4.0,4.0,4.0,4.0,전북 전주시 완산구 전동 77,3,127.1481382,3581388892
4239,4507,c_c001893,2208250008,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,2.0,5.0,5.0,4.0,전북 전주시 덕진구 금암동 729-3,11,127.1328075,3583837061
4240,4508,c_c001893,2208250004,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 경원동1가 40-5,11,127.1471905,3581842883
4241,4509,c_c001893,2208250005,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,3.0,1.0,1.0,1.6667,전북 전주시 완산구 중앙동4가 1-6,2,127.145863,3581621335
4242,4510,c_c001893,2208260005,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,3.0,3.0,1.0,2.3333,전북 전주시 덕진구 우아동3가 752-56,11,127.1602118,3584886748
4243,4511,c_c001893,2208250006,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,3.0,4.0,4.0,3.6667,전북 전주시 완산구 전동 83-4,2,127.1475798,3581351829
4244,4512,c_c001893,2208260011,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,4.0,1.0,1.0,2.0,전북 군산시 중앙로1가 12-2,11,126.7112634,3598720064
4245,4513,c_c001893,2208260001,1,1.0,1;13;3;4;6;,0.0,0.0,1,13.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 경원동2가 12-1,11,127.1491855,3581834436
4246,4514,c_c001894,2208280001,0,2.0,22;25;3;,2.0,0.0,22,25.0,3.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,0,4.0,4.0,4.0,4.0,충남 서산시 운산면 신창리 1,2,126.5903672,3674666793
4247,4515,c_c001894,2208280002,0,2.0,22;25;3;,2.0,0.0,22,25.0,3.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,0,4.0,4.0,4.0,4.0,충남 서산시 해미면 대곡리 73,11,126.5870702,3669321662
4248,4516,c_c001894,2208270004,0,2.0,22;25;3;,2.0,0.0,22,25.0,3.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,0,4.0,4.0,4.0,4.0,충남 태안군 남면 원청리 512-78,1,126.3019349,366391315
4249,4517,c_c001895,2208290004,0,2.0,1;22;3;6;,8.0,0.0,1,22.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,7.0,6.0,6.0,3.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 풍남동3가 64-1,7,127.1525571,3581482431
4250,4518,c_c001895,2208290006,0,2.0,1;22;3;6;,8.0,0.0,1,22.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,7.0,6.0,6.0,3.0,0,3.0,2.0,3.0,2.6667,전북 전주시 완산구 전동3가 2-241,4,127.1472366,3581221008
4251,4519,c_c001895,2208290007,0,2.0,1;22;3;6;,8.0,0.0,1,22.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,7.0,6.0,6.0,3.0,0,5.0,5.0,5.0,5.0,전북 전주시 덕진구 덕진동1가 1316-2,1,127.1210246,3584748755
4252,4520,c_c001895,2208290005,0,2.0,1;22;3;6;,8.0,0.0,1,22.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,7.0,6.0,6.0,3.0,0,4.0,4.0,4.0,4.0,전북 전주시 완산구 풍남동3가 102,2,127.1497299,3581538665
4253,4523,c_c001897,2209250001,0,7.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,7.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,0.0,0,5.0,4.0,4.0,4.3333,충북 단양군 단양읍 별곡리 569,6,128.3706273,36985147
4254,4524,c_c001897,2209240005,0,7.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,7.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,0.0,0,4.0,4.0,4.0,4.0,충북 단양군 단양읍 상진리 50,11,128.3576008,3697817869
4255,4525,c_c001897,2209240002,0,7.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,7.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,0.0,1,4.0,4.0,4.0,4.0,충북 단양군 단성면 하방리 156-2,11,128.3214002,3693826107
4256,4526,c_c001903,2209300004,2,0.0,22;24;28;,1.0,0.0,22,24.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,0,3.0,3.0,3.0,3.0,전남 여수시 중앙동 383,1,127.7360499,347394476
4257,4527,c_c001903,2209300005,2,0.0,22;24;28;,1.0,0.0,22,24.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,0,4.0,4.0,4.0,4.0,전남 여수시 충무동 630-1,4,127.729328,3474070131
4258,4528,c_c001903,2209290003,2,0.0,22;24;28;,1.0,0.0,22,24.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,0,5.0,5.0,5.0,5.0,전남 여수시 봉산동 273-1,11,127.7221101,3473317439
4259,4529,c_c001903,2209300003,2,0.0,22;24;28;,1.0,0.0,22,24.0,28.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,0,3.0,3.0,3.0,3.0,전남 여수시 수정동,1,127.7662877,3474459735
4260,4531,c_c001906,2209300003,2,0.0,22;,1.0,0.0,22,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전북 익산시 함열읍 석매리 806-1,11,126.9603946,3604593411
4261,4533,c_c001906,2209300001,2,0.0,22;,1.0,0.0,22,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 고사동 454-1,11,127.141006,3581785223
4262,4534,c_c001906,2209290004,2,0.0,22;,1.0,0.0,22,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 교동 84-10,11,127.1514303,3581345582
