,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
10383,c_c004347,충남 보령시 남곡동 856-25,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;5;
10384,c_c004347,충남 보령시 신흑동 2267-3,0.0,1,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;5;
10385,c_c004347,충남 보령시 신흑동 558-16,0.0,11,0,5.0,4.0,4.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;5;
10386,c_c004347,충남 보령시 신흑동 1970,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;5;
10387,c_c004347,세종특별자치시 조치원읍 원리 141-47,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;5;
10388,c_c004347,충남 보령시 신흑동 945-31,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;5;
10389,c_c004354,충북 영동군 황간면 마산리 산 44-15,0.0,2,0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10390,c_c004354,전북 무주군 설천면 심곡리 1293-8,0.0,11,0,3.0,2.0,2.0,2.3333,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10391,c_c004354,충북 영동군 영동읍 매천리 산 35-1,0.0,8,0,4.0,3.0,3.0,3.3333,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10392,c_c004354,충북 영동군 영동읍 매천리 141-1,0.0,6,0,3.0,3.0,2.0,2.6667,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10393,c_c004354,전북 무주군 설천면 삼공리,0.0,1,0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10394,c_c004354,충북 영동군 황간면 노근리 860-7,0.0,2,0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10395,c_c004354,충북 영동군 황간면 남성리 631-31,0.0,11,0,4.0,3.0,3.0,3.3333,1.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,21;27;28;3;6;
10396,c_c004357,전북 군산시 문화동 918-10,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10397,c_c004357,전북 군산시 대명동 403,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10398,c_c004357,전북 군산시 월명동 5-17,0.0,3,0,4.0,3.0,4.0,3.6667,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10399,c_c004357,전북 군산시 신흥동 58-2,0.0,1,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10400,c_c004357,전북 군산시 미원동 78,0.0,11,0,1.0,5.0,5.0,3.6667,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10401,c_c004357,전북 군산시 나운동 1223-5,0.0,1,0,3.0,4.0,4.0,3.6667,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10402,c_c004357,전북 군산시 장미동 32,0.0,3,0,3.0,2.0,3.0,2.6667,1.0,3.0,1.0,7.0,1.0,7.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,11;3;4;6;7;
10403,c_c004359,전남 구례군 토지면 오미리 103,0.0,2,0,2.0,2.0,1.0,1.6667,4.0,6.0,1.0,4.0,4.0,1.0,4.0,3.0,6.0,3.0,2.0,4.0,4.0,24;26;27;28;7;
10404,c_c004359,전남 구례군 토지면 송정리,0.0,2,0,5.0,5.0,5.0,5.0,4.0,6.0,1.0,4.0,4.0,1.0,4.0,3.0,6.0,3.0,2.0,4.0,4.0,24;26;27;28;7;
10405,c_c004359,전남 구례군 토지면 송정리 693,0.0,7,0,5.0,5.0,5.0,5.0,4.0,6.0,1.0,4.0,4.0,1.0,4.0,3.0,6.0,3.0,2.0,4.0,4.0,24;26;27;28;7;
10406,c_c004362,대전 서구 둔산동,0.0,1,0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,5.0,1;24;26;27;28;
10407,c_c004363,충남 논산시 연산면 덕암리 198-2,5.0,13,0,5.0,4.0,4.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;2;3;8;9;
10409,c_c004367,대전 서구 만년동 396,0.0,6,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;2;3;8;
10410,c_c004367,대전 서구 용문동 243-16,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11;2;3;8;
10411,c_c004376,충북 단양군 단양읍 별곡리 569,0.0,6,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10412,c_c004376,충북 제천시 청풍면 물태리 98-2,0.0,6,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10413,c_c004380,전북 전주시 덕진구 팔복동2가 624-1,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;
10414,c_c004380,전북 익산시 금마면 동고도리 533-2,0.0,8,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;
10415,c_c004380,전북 전주시 덕진구 여의동 654-2,0.0,11,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;
10416,c_c004382,대전 중구 은행동,0.0,4,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;4;
10417,c_c004382,대전 대덕구 중리동 198-9,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;4;
10418,c_c004382,대전 서구 둔산동 1038,0.0,4,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;4;
10419,c_c004382,서울 마포구 대흥동 762,0.0,2,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;4;
10420,c_c004382,대전 중구 은행동 145-1,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;4;
10421,c_c004382,대전 유성구 봉명동 574,0.0,4,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;4;
10422,c_c004391,전북 김제시 부량면 신용리 201-1,0.0,8,1,5.0,5.0,5.0,5.0,5.0,1.0,10.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,6.0,0
10423,c_c004393,충남 보령시 남포면 월전리 산 154-1,0.0,2,0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,1.0,7.0,2;22;3;
10424,c_c004393,충남 보령시 성주면 성주리 238,0.0,11,0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,1.0,7.0,2;22;3;
10425,c_c004393,충남 보령시 성주면 개화리 183-1,0.0,1,1,5.0,5.0,5.0,5.0,4.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,1.0,7.0,2;22;3;
10426,c_c004396,충남 보령시 신흑동 2240-6,0.0,4,1,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10427,c_c004396,충남 보령시 신흑동 2017,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10428,c_c004396,충남 보령시 궁촌동 340-1,0.0,4,1,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10429,c_c004396,충남 보령시 웅천읍 관당리 799-1,0.0,1,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10430,c_c004396,경기 화성시 봉담읍 동화리 590,0.0,3,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10431,c_c004396,충남 보령시 신흑동 2267-3,0.0,1,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10432,c_c004396,충남 보령시 신흑동 2267-3,0.0,1,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10433,c_c004396,경기 화성시 봉담읍 동화리 600-2,0.0,11,0,4.0,3.0,3.0,3.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
10435,c_c004397,전남 여수시 돌산읍 우두리 799-76,0.0,1,1,5.0,5.0,5.0,5.0,7.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,7.0,3.0,1;23;24;27;4;
10438,c_c004397,전남 여수시 봉산동 96-8,0.0,11,0,5.0,5.0,5.0,5.0,7.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,7.0,3.0,1;23;24;27;4;
10439,c_c004397,전남 순천시 오천동 600,0.0,1,0,5.0,3.0,5.0,4.3333,7.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,7.0,3.0,1;23;24;27;4;
10440,c_c004397,전남 여수시 봉산동 100-15,0.0,1,0,5.0,5.0,5.0,5.0,7.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,7.0,3.0,1;23;24;27;4;
10443,c_c004401,전남 여수시 수정동 343-1,0.0,11,0,4.0,3.0,3.0,3.3333,5.0,2.0,3.0,10.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,22;23;4;6;
10444,c_c004401,전남 여수시 수정동 774-1,4.0,6,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,22;23;4;6;
10445,c_c004401,전남 여수시 종화동 458-7,0.0,7,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,22;23;4;6;
10446,c_c004401,경북 경주시 용강동 1330-8,0.0,11,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,22;23;4;6;
10447,c_c004401,전남 여수시 만흥동 85-3,0.0,1,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,22;23;4;6;
10448,c_c004401,전남 여수시 중앙동 782,0.0,4,0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,10.0,6.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,22;23;4;6;
10449,c_c004402,충남 보령시 천북면 장은리 산 205,0.0,4,0,5.0,4.0,5.0,4.6667,6.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,8;
10450,c_c004402,충남 보령시 천북면 하만리 677-2,0.0,11,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,8;
10451,c_c004403,광주 남구 구동 1-21,0.0,11,0,4.0,3.0,4.0,3.6667,5.0,8.0,7.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0,6;
10452,c_c004404,전남 여수시 돌산읍 평사리 1273-5,0.0,11,0,4.0,4.0,5.0,4.3333,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10453,c_c004404,전남 여수시 학동 96-6,0.0,11,0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10454,c_c004404,전남 여수시 봉산동 264-18,0.0,11,0,3.0,4.0,4.0,3.6667,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10455,c_c004404,전남 여수시 중앙동 383,0.0,3,0,4.0,5.0,5.0,4.6667,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10456,c_c004404,전남 순천시 오천동 600,0.0,1,0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10457,c_c004404,전남 여수시 수정동 774-1,0.0,6,0,5.0,5.0,4.0,4.6667,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10458,c_c004404,전남 여수시 중앙동 453,0.0,11,0,3.0,4.0,4.0,3.6667,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10459,c_c004404,전남 여수시 만흥동 85-3,0.0,1,0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10460,c_c004404,전남 순천시 대대동 162-2,0.0,1,0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,6.0,5.0,2;26;5;6;7;
10461,c_c004405,전북 군산시 장미동 23-1,0.0,2,0,4.0,3.0,4.0,3.6667,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,6.0,5.0,3.0,2.0,2.0,27;3;6;
10462,c_c004405,전북 군산시 신창동 2-1,0.0,11,0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,6.0,5.0,3.0,2.0,2.0,27;3;6;
10463,c_c004405,전북 군산시 옥도면 장자도리 23,0.0,11,0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,6.0,5.0,3.0,2.0,2.0,27;3;6;
10464,c_c004405,전북 군산시 장미동 32,0.0,3,0,4.0,3.0,4.0,3.6667,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,6.0,5.0,3.0,2.0,2.0,27;3;6;
10465,c_c004405,전북 군산시 옥도면 선유도리,0.0,1,0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,6.0,5.0,3.0,2.0,2.0,27;3;6;
10471,c_c004419,대전 중구 은행동 145-1,0.0,11,0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,8.0,2.0,3.0,2.0,2.0,6.0,4.0,7.0,2.0,6.0,10;11;4;9;
10472,c_c004419,대전 동구 하소동 133-2,0.0,11,0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,8.0,2.0,3.0,2.0,2.0,6.0,4.0,7.0,2.0,6.0,10;11;4;9;
10473,c_c004419,대전 중구 은행동 153,0.0,11,0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,8.0,2.0,3.0,2.0,2.0,6.0,4.0,7.0,2.0,6.0,10;11;4;9;
10474,c_c004419,대전 동구 가오동 612,0.0,11,0,5.0,4.0,5.0,4.6667,4.0,3.0,1.0,8.0,2.0,3.0,2.0,2.0,6.0,4.0,7.0,2.0,6.0,10;11;4;9;
10476,c_c004420,전남 화순군 화순읍 세량리 97,0.0,1,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,6.0,26;27;23;24;3;
10477,c_c004420,전남 화순군 도곡면 효산리 156,0.0,13,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,6.0,26;27;23;24;3;
10478,c_c004420,전남 화순군 화순읍 수만리 326-1,0.0,13,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,6.0,26;27;23;24;3;
10479,c_c004420,전남 화순군 도곡면 월곡리 569,0.0,13,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,6.0,26;27;23;24;3;
10480,c_c004422,충남 서산시 대산읍 화곡리 1891,0.0,7,0,4.0,4.0,4.0,4.0,6.0,3.0,10.0,10.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,0
10481,c_c004422,충남 서산시 대산읍 화곡리 2-24,0.0,11,0,4.0,4.0,4.0,4.0,6.0,3.0,10.0,10.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,0
10482,c_c004423,충북 단양군 단양읍 별곡리 117,5.0,5,0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0
10483,c_c004423,충북 단양군 단양읍 도전리 615,0.0,4,1,5.0,5.0,5.0,5.0,4.0,3.0,2.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0
10484,c_c004423,충북 단양군 단양읍 고수리 185,0.0,1,0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0
10485,c_c004423,충북 단양군 적성면 애곡리 135,0.0,2,0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0
10486,c_c004423,충북 단양군 단양읍 도전리 615,0.0,4,0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0
10487,c_c004426,충북 괴산군 칠성면 율원리 896-5,0.0,11,0,5.0,4.0,4.0,4.3333,7.0,3.0,7.0,8.0,2.0,2.0,7.0,2.0,2.0,4.0,6.0,6.0,6.0,11;21;22;27;5;
10488,c_c004426,충북 괴산군 칠성면 사은리 517,0.0,1,0,5.0,5.0,5.0,5.0,7.0,3.0,7.0,8.0,2.0,2.0,7.0,2.0,2.0,4.0,6.0,6.0,6.0,11;21;22;27;5;
10489,c_c004426,충북 괴산군 괴산읍 검승리 743,0.0,2,0,5.0,4.0,4.0,4.3333,7.0,3.0,7.0,8.0,2.0,2.0,7.0,2.0,2.0,4.0,6.0,6.0,6.0,11;21;22;27;5;
10490,c_c004426,충북 괴산군 칠성면 율원리 산 2-12,0.0,6,0,5.0,5.0,5.0,5.0,7.0,3.0,7.0,8.0,2.0,2.0,7.0,2.0,2.0,4.0,6.0,6.0,6.0,11;21;22;27;5;
10495,c_c004435,전북 전주시 완산구 남노송동 100-9,0.0,4,1,5.0,5.0,5.0,5.0,5.0,3.0,10.0,10.0,4.0,2.0,4.0,4.0,4.0,6.0,4.0,6.0,2.0,2;22;
10500,c_c004444,전북 군산시 해망동,0.0,1,0,5.0,4.0,4.0,4.3333,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10501,c_c004444,전북 군산시 신영동 18-1,0.0,4,0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10503,c_c004444,전북 군산시 신영동 19-5,0.0,4,0,5.0,4.0,4.0,4.3333,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10504,c_c004444,전북 군산시 신흥동 58-2,0.0,2,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10505,c_c004444,전북 군산시 중앙로1가 9-1,0.0,11,0,5.0,4.0,5.0,4.6667,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10507,c_c004444,전북 군산시 장미동 32,0.0,3,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10508,c_c004444,전북 군산시 장미동 23-1,0.0,2,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10509,c_c004444,전북 군산시 월명동 16-11,0.0,2,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10512,c_c004444,전북 군산시 장미동 18-2,0.0,3,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10513,c_c004444,전북 군산시 신창동 1-5,0.0,2,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10514,c_c004444,전북 군산시 장미동 23,0.0,6,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10515,c_c004444,전북 군산시 신영동 8-19,0.0,11,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,12;3;4;
10516,c_c004449,전북 완주군 소양면 화심리 520,0.0,11,0,5.0,5.0,5.0,5.0,7.0,1.0,7.0,2.0,5.0,2.0,4.0,3.0,1.0,5.0,5.0,6.0,6.0,22;8;
10517,c_c004449,전북 군산시 경암동 590-296,0.0,4,1,5.0,5.0,5.0,5.0,7.0,1.0,7.0,2.0,5.0,2.0,4.0,3.0,1.0,5.0,5.0,6.0,6.0,22;8;
10518,c_c004457,충남 서산시 대산읍 대로리 266-2,0.0,11,1,5.0,5.0,5.0,5.0,5.0,2.0,6.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,2.0,7.0,1.0,27;3;5;8;
10519,c_c004457,충남 서산시 대산읍 대로리,0.0,1,1,4.0,4.0,4.0,4.0,5.0,2.0,6.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,2.0,7.0,1.0,27;3;5;8;
10520,c_c004464,충남 부여군 부여읍 구아리 86-9,0.0,11,0,5.0,5.0,4.0,4.6667,5.0,3.0,1.0,8.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,0
10521,c_c004464,충남 부여군 부여읍 동남리 산 18-2,0.0,2,0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,8.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,0
10523,c_c004464,충남 부여군 부여읍 구아리 428,0.0,4,0,3.0,2.0,2.0,2.3333,5.0,3.0,1.0,8.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,0
10524,c_c004486,전북 군산시 장미동 22-1,0.0,4,0,5.0,4.0,4.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
10525,c_c004486,전북 전주시 완산구 풍남동3가 64-1,0.0,7,0,5.0,4.0,4.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
10526,c_c004486,전북 군산시 장미동 23,0.0,6,0,3.0,3.0,3.0,3.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
10527,c_c004486,전북 전주시 완산구 남노송동 98-13,0.0,11,0,4.0,3.0,3.0,3.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
10528,c_c004486,전북 군산시 장미동 21-5,0.0,11,0,3.0,2.0,2.0,2.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
10529,c_c004486,전북 전주시 완산구 풍남동2가 27,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
10530,c_c004486,전북 군산시 옥도면 선유도리 115-1,0.0,1,0,4.0,4.0,3.0,3.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26;4;6;7;
