,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
0,a_a000202,충남 천안시 동남구 북면 연춘리 243-40,0.0,11,0,4.0,3.0,3.0,3.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
1,a_a000202,충남 당진시 신평면 운정리 208-1,0.0,6,1,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
2,a_a000202,충남 천안시 동남구 목천읍 남화리 230-1,0.0,2,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
3,a_a000202,충남 천안시 동남구 성남면 용원리 672,0.0,6,1,2.0,3.0,3.0,2.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
4,a_a000273,충남 보령시 명천동 765-40,0.0,5,0,4.0,4.0,4.0,4.0,12.0,3.0,1.0,10.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,0
5,a_a000273,충남 보령시 궁촌동 344-1,0.0,11,0,3.0,4.0,4.0,3.6667,12.0,3.0,1.0,10.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,0
7,a_a000319,전라남도 강진군 성전면,0.0,1,1,4.0,4.0,3.0,3.6667,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
8,a_a000319,전남 영암군 신북면 유곡리 73-9,0.0,11,0,5.0,4.0,4.0,4.3333,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
9,a_a000319,광주 광산구 수완동 128-106,0.0,5,0,5.0,5.0,5.0,5.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
10,a_a000319,광주 광산구 산정동 1043,0.0,11,0,4.0,4.0,4.0,4.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
11,a_a000319,광주 서구 치평동 1193-7,0.0,11,0,4.0,4.0,3.0,3.6667,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
12,a_a000319,전남 강진군 성전면 월평리 38-8,0.0,11,1,4.0,4.0,4.0,4.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
13,a_a000319,광주 광산구 우산동 1585-5,0.0,11,0,5.0,5.0,5.0,5.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
15,a_a000319,광주 광산구 하남동 670,0.0,11,0,4.0,4.0,3.0,3.6667,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
17,a_a000319,전남 강진군 강진읍 남성리 24-28,0.0,4,1,5.0,5.0,5.0,5.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
18,a_a000319,전남 영암군 신북면 모산리,0.0,7,1,4.0,4.0,3.0,3.6667,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
19,a_a000777,전남 순천시 덕암동 227-1,0.0,4,0,2.0,3.0,3.0,2.6667,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
20,a_a000777,전남 순천시 풍덕동 285-5,0.0,11,0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
21,a_a000777,전남 순천시 조곡동 156-11,0.0,11,0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
22,a_a000777,전남 순천시 대대동 162-2,0.0,1,0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
23,a_a000777,전남 순천시 조곡동 161-15,0.0,11,0,5.0,4.0,4.0,4.3333,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
24,a_a000777,전남 순천시 오천동 600,0.0,1,0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
25,a_a000777,전남 순천시 연향동 1676-16,0.0,11,0,4.0,4.0,4.0,4.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
26,a_a001091,충북 충주시 수안보면 온천리 211-1,0.0,11,0,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
27,a_a001091,충북 충주시 앙성면 조천리 295-1,0.0,11,1,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
28,a_a001091,충북 충주시 중앙탑면 탑평리 11,0.0,1,1,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
29,a_a001091,충북 충주시 살미면 토계리,0.0,1,0,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
30,a_a001091,경기 여주시 창동 68,0.0,11,1,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
31,a_a001091,충북 충주시 중앙탑면 가흥리 276-3,0.0,11,1,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
32,a_a001146,충남 태안군 소원면 모항리 1427,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
33,a_a001146,충남 태안군 소원면 모항리 1358,0.0,1,1,3.0,3.0,4.0,3.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
34,a_a001146,충남 태안군 소원면 의항리 868,0.0,1,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
35,a_a001146,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,4.0,4.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
36,a_a001146,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
42,a_a001711,충남 홍성군 홍북읍 신경리 887,0.0,2,1,5.0,4.0,5.0,4.6667,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
43,a_a001711,충남 당진시 시곡동 67,0.0,4,0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
44,a_a001711,충남 당진시 송악읍 기지시리 495,0.0,11,0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
45,a_a001711,충남 홍성군 홍북읍 신경리,0.0,1,1,4.0,4.0,5.0,4.3333,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
46,a_a001711,충남 예산군 삽교읍 수촌리,0.0,8,0,4.0,5.0,5.0,4.6667,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
47,a_a001849,충남 부여군 규암면 신리 715,0.0,11,0,3.0,3.0,4.0,3.3333,4.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,11;2;23;3;4;
48,a_a001849,충남 부여군 규암면 합정리 172,0.0,4,1,5.0,5.0,5.0,5.0,4.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,11;2;23;3;4;
49,a_a001849,충남 부여군 규암면 합정리 530,0.0,2,1,5.0,5.0,5.0,5.0,4.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,11;2;23;3;4;
50,a_a001916,충북 충주시 종민동,0.0,7,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,10.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,6.0,3.0,22;25;28;8;
52,a_a001916,충북 충주시 종민동 502-2,0.0,11,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,10.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,6.0,3.0,22;25;28;8;
53,a_a002255,전남 여수시 중앙동 779,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
54,a_a002255,전남 여수시 수정동 774-4,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
55,a_a002255,전남 여수시 돌산읍 평사리 1584,0.0,6,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
56,a_a002255,전남 여수시 봉산동 273-7,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
57,a_a002255,전남 여수시 중앙동 243,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
58,a_a002255,전남 여수시 돌산읍 우두리 813-10,0.0,5,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
59,a_a002255,전남 여수시 충무동 614-31,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
61,a_a002255,전남 여수시 종화동 1209,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
62,a_a002255,서울 강서구 공항동 1373,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
63,a_a002375,충북 충주시 안림동 511-9,0.0,11,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,2.0,3.0,8;
64,a_a002375,충북 충주시 동량면 조동리 1478,0.0,11,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,2.0,3.0,8;
65,a_a002569,전북 익산시 영등동 529-200,0.0,11,0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0
66,a_a002569,전북 익산시 덕기동 41-4,0.0,11,0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0
67,a_a002569,전북 익산시 금마면 기양리 32-2,0.0,2,0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0
68,a_a002569,전북 익산시 모현동1가 887,0.0,11,0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0
69,a_a002570,충북 단양군 단양읍 별곡리 565,0.0,11,0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
70,a_a002570,충북 단양군 단양읍 도전리 615,0.0,4,0,4.0,4.0,5.0,4.3333,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
71,a_a002570,충북 제천시 중앙로2가 72-7,0.0,11,0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
72,a_a002570,충북 충주시 수안보면 온천리 241-5,0.0,11,1,4.0,5.0,5.0,4.6667,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
73,a_a002570,충북 제천시 청풍면 물태리 98-2,0.0,6,0,4.0,5.0,5.0,4.6667,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
74,a_a002570,충북 충주시 수안보면 온천리 796-3,0.0,13,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
75,a_a002570,충북 단양군 단양읍 상진리 567,0.0,11,0,4.0,3.0,3.0,3.3333,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
76,a_a002570,충북 제천시 모산동 241,0.0,13,0,4.0,3.0,4.0,3.6667,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
77,a_a002570,충북 단양군 단양읍 별곡리 569,0.0,6,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
78,a_a002570,충북 단양군 단양읍 도전리 636,0.0,5,0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
80,a_a002623,충북 진천군 진천읍 읍내리 395-55,0.0,11,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
81,a_a002623,충북 진천군 진천읍 교성리 3-1,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
82,a_a002623,충북 진천군 진천읍 교성리 31-76,0.0,11,0,3.0,2.0,3.0,2.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
83,a_a002623,충북 진천군 문백면 구산동리 601-32,0.0,1,0,5.0,4.0,5.0,4.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
84,a_a002623,충북 진천군 진천읍 읍내리 395-55,0.0,11,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
85,a_a002623,충북 진천군 이월면 내촌리 599-41,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
86,a_a003143,전북 부안군 진서면 곰소리 964,0.0,11,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
87,a_a003143,전남 진도군 진도읍 쌍정리 257-16,0.0,11,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
88,a_a003143,전남 완도군 완도읍 가용리 1100,0.0,4,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
89,a_a003143,전북 부안군 변산면 격포리 283-1,0.0,1,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
90,a_a003143,전남 완도군 완도읍 대신리 1089-3,0.0,2,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
91,a_a003143,전남 완도군 완도읍 군내리 1443,0.0,3,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
92,a_a003143,전남 완도군 완도읍 군내리 205-2,0.0,13,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
93,a_a003143,전남 완도군 완도읍 가용리 1021-5,0.0,11,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
94,a_a003321,충남 아산시 신인동 201-2,0.0,11,0,4.0,4.0,4.0,4.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
95,a_a003321,충남 천안시 서북구 성성동,0.0,1,0,4.0,3.0,3.0,3.3333,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
96,a_a003321,충남 아산시 배방읍 장재리 1760,0.0,4,0,4.0,3.0,3.0,3.3333,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
97,a_a003321,충남 아산시 장존동 185-7,0.0,4,0,2.0,1.0,1.0,1.3333,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
98,a_a003321,충남 홍성군 홍북읍 신경리 588,0.0,11,0,4.0,4.0,4.0,4.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
100,a_a004016,충남 공주시 산성동 190-1,0.0,4,0,1.0,1.0,1.0,1.0,7.0,2.0,7.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2;3;6;
101,a_a004052,충북 충주시 소태면 복탄리 908,0.0,7,0,4.0,2.0,4.0,3.3333,2.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,0
102,a_a004052,충북 충주시 앙성면 능암리 621-27,0.0,11,0,5.0,4.0,4.0,4.3333,2.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,0
103,a_a004052,충북 충주시 중앙탑면 탑평리 50,0.0,1,0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,0
104,a_a004984,광주 서구 풍암동 423-2,0.0,4,1,4.0,3.0,3.0,3.3333,4.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1;27;28;
105,a_a004984,광주 북구 두암동 594-3,0.0,11,0,5.0,5.0,5.0,5.0,4.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1;27;28;
106,a_a004984,광주 북구 망월동 732-4,0.0,4,1,4.0,4.0,5.0,4.3333,4.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1;27;28;
107,a_a004984,광주 북구 운정동 251-1,0.0,11,0,4.0,4.0,4.0,4.0,4.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1;27;28;
109,a_a005163,충남 서천군 장항읍 송림리 510,0.0,3,1,5.0,5.0,5.0,5.0,5.0,8.0,3.0,7.0,2.0,2.0,6.0,2.0,4.0,6.0,4.0,3.0,5.0,11;2;24;27;6;
110,a_a005192,충남 천안시 동남구 유량동 57,0.0,11,0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,22;24;25;27;3;
111,a_a005192,충남 천안시 동남구 용곡동 220,0.0,11,0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,22;24;25;27;3;
112,a_a005211,충남 태안군 소원면 의항리 1210,0.0,11,0,4.0,3.0,4.0,3.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
113,a_a005211,충남 태안군 태안읍 남문리 701,0.0,11,1,4.0,3.0,3.0,3.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
114,a_a005211,충남 태안군 원북면 신두리 1414-18,0.0,1,0,3.0,3.0,3.0,3.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
115,a_a005211,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
116,a_a005211,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
117,a_a005211,충남 태안군 소원면 의항리 868,0.0,1,0,5.0,5.0,4.0,4.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
118,a_a005211,충남 태안군 원북면 신두리 산 305-1,0.0,1,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
119,a_a005566,충남 천안시 동남구 청당동 548-1,0.0,11,1,4.0,4.0,4.0,4.0,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
120,a_a005566,충북 청주시 상당구 낭성면 추정리 339-2,0.0,1,0,4.0,3.0,4.0,3.6667,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
121,a_a005566,충북 청주시 청원구 내수읍 세교리 128-4,0.0,1,0,1.0,2.0,2.0,1.6667,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
122,a_a005566,충남 천안시 서북구 성거읍 소우리 167,0.0,11,0,1.0,4.0,4.0,3.0,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
123,a_a005566,충남 천안시 서북구 부대동 57,0.0,11,0,5.0,5.0,5.0,5.0,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
124,a_a005566,충남 천안시 서북구 직산읍 삼은리 72-63,0.0,11,1,4.0,4.0,4.0,4.0,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
127,a_a006154,충남 공주시 금성동 65-3,0.0,2,0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3;9;1;
128,a_a006154,충남 공주시 신관동 553,0.0,8,0,4.0,3.0,3.0,3.3333,4.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3;9;1;
130,a_a006154,충남 공주시 신관동 553,0.0,2,0,4.0,3.0,3.0,3.3333,4.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3;9;1;
132,a_a006157,충남 아산시 인주면 문방리 120-2,0.0,11,1,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;4;6;2;23;22;26;
133,a_a006271,충남 천안시 서북구 차암동 438,0.0,4,1,5.0,5.0,5.0,5.0,8.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1;3;
134,a_a006271,경기 평택시 안중읍 안중리 42-100,0.0,11,1,5.0,5.0,5.0,5.0,8.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1;3;
135,a_a006271,충남 아산시 염치읍 백암리 298-1,0.0,2,1,5.0,5.0,5.0,5.0,8.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1;3;
136,a_a006301,전북 전주시 완산구 고사동 288-14,0.0,11,0,5.0,5.0,5.0,5.0,4.0,1.0,7.0,5.0,6.0,6.0,2.0,6.0,6.0,2.0,6.0,7.0,6.0,21;22;
137,a_a006301,전북 전주시 완산구 고사동 172-1,0.0,11,0,5.0,5.0,5.0,5.0,4.0,1.0,7.0,5.0,6.0,6.0,2.0,6.0,6.0,2.0,6.0,7.0,6.0,21;22;
138,a_a006395,충북 괴산군 칠성면 사은리 517,0.0,1,0,4.0,5.0,4.0,4.3333,4.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,28;
139,a_a006395,충북 괴산군 칠성면 태성리 39-1,0.0,7,0,4.0,4.0,3.0,3.6667,4.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,28;
140,a_a006395,충북 괴산군 칠성면 율원리 896-5,0.0,11,0,4.0,5.0,5.0,4.6667,4.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,28;
141,a_a006465,충남 서산시 부석면 간월도리 16-11,0.0,2,0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,22;3;24;
